id,Title,Company,Location,Salary,Description
675,Website Designer and Developer,SUNVIK STEELS PVT LTD,"Bengaluru, Karnataka","₹25,000 - ₹45,000 a month",UI/UX developers work closely with designers to implement visually appealing and user-friendly interfaces.Back-End Developer*: Back-end developers handle the…
676,Python Developer,Academiaxperts,"Kolkata, West Bengal","₹12,000 - ₹18,000 a month",Produce content that is accessible to beginners while also providing value to intermediate and advanced Python developers.Total work: 1 year (Preferred).
677,Python Developer,Carvewing Solutions,"Bengaluru, Karnataka",,"JD/Skills: Solid experience as Python Developer, Prior experience on working on Python Framework like Django, Flask or Pyramid, Familiarity with Amazon Web…"
678,Python Developer,Fusion Softtech,"Remote in Ahmedabad, Gujarat",,"Design, implement, and maintain web application phases.Conduct software analysis, programming, testing, and debugging."
679,PYTHON Developer,Cantik Tech,"Bengaluru, Karnataka",,"Good programming experience & object oriented concepts in PYTHON & any standard test framework (like pytest, unittest etc)."
680,E-commerce Developer,DPT HUB Pvt. Ltd,"New Delhi, Delhi","₹20,000 - ₹40,000 a month","As an Ecommerce Developer, you will collaborate with cross-functional teams to create, enhance, and optimize our ecommerce website, ensuring a seamless and…"
681,Senior Backend Developer,BEIING,"Bengaluru, Karnataka","Up to ₹35,00,000 a year","Remote, Bengaluru (Bangalore) 4 - 9 yrs ₹20L - ₹35L / yr Full time Skills Python NodeJS (Node.js) Data Structures CI/CD Test driven development (TDD)…"
682,Python Developer - Mumbai/ Bangalore,Netcore Cloud,"Mumbai, Maharashtra",,"Engineering Team | Full-time.Design, develop and maintain the campaign engine using Python or Golang and cloud technologies such as AWS."
683,Digital Twin MO Python Developer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",,Coordinating with front-end developers.We are looking for an experienced Python developer to join our team and help us create dynamic software applications .
684,Python Developer,Canvera,"Bengaluru, Karnataka",,Solid experience as Backend Developer of at least 5 years in total: out of which at least last 2 years in Python.Build efficient back-end features in Python.
685,Python Developer,Tataatsu Idealabs,"Bengaluru, Karnataka",,"Experience in using AWS Cloud, Linux and deployment environment.Preferrable experience in one or more No-SQL databases like Redis, MongoDB etc."
686,Full Stack Developer,Subtlelabs Software Pvt Ltd,"Noida, Uttar Pradesh","₹6,00,000 - ₹8,00,000 a month","Hands on experience in Python, Django, Django CMS, PostgreSQL, API.Proficient in Python and Django/Django Cms.Experience with JavaScript, and jQuery."
687,Python/Django Developer,Verificient Technologies,"Pune, Maharashtra",,"Comfortable collaborating with designers, front-end developers and other team members.Plan, architect, integrate, and develop back-end and database driven…"
688,Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
689,Junior Developer,Wangoes Technologies,"Indore, Madhya Pradesh",,"Work closely with senior developers.The Junior Software Developer will be responsible to learn the codebase, collect user data, and respond to enquiries from…"
690,GoLang/Python Developer,AVASOFT,India,,Hands-on development experience in Golang and python is must.API developer with Cloud knowledge is an added advantage (azure a plus).
691,Backend Developer (Python & Django),GYPR PVT LTD,"Delhi, Delhi","₹25,000 - ₹40,000 a month","Responsibilities include writing and testing code, debugging programs, and integrating applications with third-party web services."
692,Python Developer,ManekTech - Ahmedabad,"Ahmedabad, Gujarat","₹6,00,000 - ₹11,00,000 a year","Working Days: 5 Days a week*.Experience with Python, Django and Flask.Experience with PostgreSQL in RDS.Experience with Scraping and data cleanup pipelines…"
693,Python with JavaScript (Visualization Developer),Savantys Solutions,"Bengaluru, Karnataka",,Experience: 4 Years Salary: Open Bangalore / Hyderabad / Mumbai.Description: • 3+ years of Python backend programming experience.
694,Selenium Developer,Arthur Grand Technologies Inc,"Hyderabad, Telangana",,Collaborate with the QA team and software developers to understand project requirements and design effective test scenarios.Yasar Syed | Recruitment Associate.
695,Front End Developer,Machstatz,"Bengaluru, Karnataka",,0.6 - 18 months of experience as front end developer.We are looking for a full-time front-end developer responsible for building our platform.
696,Senior Python Developer,Digiprima Technologies,"Indore, Madhya Pradesh","₹8,00,000 - ₹12,00,000 a year","We are looking for a Python Developer to join our engineering team.Responsibilities include writing and testing code, server-side logic and work well in a team…"
697,Python developer with Machine Learning skills,Newscape Consulting,"Bavdhan, Pune, Maharashtra",,Developer with machine learning skills.Integration of user-facing elements developed by front-end developers with server-side logic.Ability to work in a team.
698,Python/Django Developer,Veuz Concepts,"Calicut, Kerala",,"We are hiring a Python/Django Developer with 1+ years of experience to join our team.Calicut, Kerala: Reliably commute or planning to relocate before starting…"
699,Python Developer,ZURU,"Kolkata, West Bengal",,Zuru Tech is digitalizing the construction process of buildings all around the world.We have a multi-national team developing the world’s first digital…
700,Python Developer (Django),Sekel Tech (India),"Pune, Maharashtra",,"2-4 years of software engineering experience, including solid understanding of standard data structures and algorithms.Experience on Django and Python."
701,Python,Recro,"Bengaluru, Karnataka",,"Integration of user-facing elements developed by front-end developers with server-side logic.Writing reusable, testable, and efficient code."
702,Test Automation Python Developer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",,"Education & Training: Bachelors or Masters in Computer Science, Electrical/Electronic Engineering.Relevant Experience Required: 5 -6."
703,Python Developer,Sparksupport Infotech Pvt Ltd,"Kochi, Kerala","₹25,000 - ₹50,000 a month",You will work alongside other engineers and developers working on different infrastructure layers.We are looking for a Python developer responsible for…
704,Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
705,Python Developer,Alliance Recruitment Agency,"Bengaluru, Karnataka","₹80,000 - ₹1,00,000 a month",Job Description: Python Developer (IT Services).Salary: 80k-1 lac per month.We are seeking a skilled and experienced Python Developer to join our IT services…
706,Python Developer,Techxperts,Gujarat,,"PYTHON (ANY ONE FRAMEWORK FROM DJANGO, TURBO GEARS, WEB2PY, GIOTTO, CUBIC WEB ETC…).GUIDANCE FROM EXPERTS [MENTORING FROM GTU RECOGNIZED INDUSTRY EXPERTS]."
707,Senior Backend Developer,ShyftLabs,"Hybrid remote in Hyderabad, Telangana",,"Collaborate with Front-end developers to integrate user-facing elements with server-side logic.You are responsible for product development, testing, deployment…"
708,Lead - Python + Robot Framework - OLA,Tarento Group,"Bengaluru, Karnataka",,"Bachelor's degree in Computer Science, Information Technology, or a related field.Proven experience as a Python Developer with a strong understanding of…"
709,Web Developer,The Goat Trust,"Lucknow, Uttar Pradesh","₹35,000 - ₹40,000 a month","You will be working alongside a team of other developers in creating, maintaining, and updating our websites.In order for you to succeed in this role, you will…"
710,Python Developer+ AWS,Xpheno,"Mumbai, Maharashtra",,"Python expert with Flask, Django, Fast or Restful APIs.Excellent logical building skills who can understand the requirement and write the code quickly."
711,Web Developer,Mac Beez Inc,"Remote in Chennai, Tamil Nadu","₹40,000 - ₹50,000 a month","As a Web Developer, you will be responsible for designing, coding, and modifying websites, from layout to function, according to our clients' specifications."
712,Backend Engineer,Tanla Solutions,"Madhapur, Hyderabad, Telangana",,"Design, analyse, develop, test, debug, and deliver software enhancements and/or new products.Provide technical and functional support throughout the project…"
713,Websphere Application Server & Portal Administration Application Developer,Accenture,"Hyderabad, Telangana",,"Key Responsibilities : 1 Installation and Configuration: Install, configure, and set up the WebSphere Liberty application server in various environments 2…"
714,C++/Python,Techmologics Innovations,"Hyderabad, Telangana",,Software Developer with minimum 3-6 years of experience in design and development of console and desktop applications using C/C++ in Linux.
715,Python Developer,VenPep Solutions Private Limited,"Coimbatore, Tamil Nadu","₹20,000 - ₹50,000 a month","Responsibilities include writing and testing code, debugging programs, and integrating applications with third-party web services."
716,Python Developer-Gurgaon,Indus Net Technologies,"Gurgaon, Haryana",,Coordinate with front-end developers.We are looking for an experienced Python developer to join our engineering team and help us create dynamic software…
717,Web Developer,People Power India,"Kolkata, West Bengal","₹18,000 - ₹25,000 a month","Strong proficiency in front-end technologies such as Workpress, PHP, HTML, CSS, JavaScript.Proficiency in server-side languages such as Python and related…"
